File,Time_Sec,GPU_Util,RAM_Usage_MB,Power_W,Net_Sent_Bytes,Net_Recv_Bytes,CPU_Core_0,CPU_Core_1,CPU_Core_2,CPU_Core_3,CPU_Total_Avg
EC_0179-5379-04-04-PSJ-F-04-A.wav,413.45085134901456,0,4673,0,0,0,0.0,0.0,14.3,0.0,3.575
EC_0179-5379-04-04-PSJ-F-04-A.wav,413.5776877810131,0,4673,0,0,0,7.7,0.0,7.7,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,413.70441207900876,0,4673,0,0,0,0.0,0.0,7.7,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,413.831921635021,0,4673,0,0,0,0.0,0.0,8.3,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,413.95792656601407,0,4673,0,0,0,7.7,0.0,7.7,7.7,5.775
EC_0179-5379-04-04-PSJ-F-04-A.wav,414.08499510600814,0,4673,0,0,0,7.7,0.0,0.0,7.1,3.7
EC_0179-5379-04-04-PSJ-F-04-A.wav,414.2120606380049,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,414.3382641080243,0,4673,0,0,0,7.7,0.0,7.7,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,414.46576572800404,0,4673,0,0,0,0.0,0.0,0.0,0.0,0.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,414.591865000024,0,4673,0,0,0,14.3,0.0,0.0,0.0,3.575
EC_0179-5379-04-04-PSJ-F-04-A.wav,414.7182715210074,0,4673,0,0,0,7.7,0.0,8.3,0.0,4.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,414.8442142410204,0,4673,0,0,0,0.0,0.0,7.7,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,414.97043160002795,0,4673,0,0,0,0.0,0.0,0.0,0.0,0.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,415.0968864750175,0,4673,0,0,0,7.7,0.0,15.4,0.0,5.775
EC_0179-5379-04-04-PSJ-F-04-A.wav,415.22372597901267,0,4673,0,0,0,7.7,0.0,7.7,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,415.3507867750013,0,4673,0,0,0,0.0,0.0,7.7,0.0,1.925
